ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
JJTSLZO,12,TLJJSO;TLJSZO;TLJJSZ,Z;J;O,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8ilh0R4C8glAth0R4D8Bth0wwE8Ath0ywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8BtilR4C8h0glywD8j0wwE8g0Btg0R4C8JeAgWG?Aq/VWCzXBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA;v115@9gA8hlBtywC8j0R4D8g0glg0R4E8g0glg0BtwwC8Je?AgWGAzf/VC6OBAA;v115@9gA8h0glBtR4C8ilwwR4D8h0ywE8j0BtC8JeAgWGAq?+TWCqXBAA;v115@9gA8ilg0AtR4C8l0D8glwwg0BtE8ywAtR4C8JeAgWG?A0fPFDMNBAA
JTJOSIL,0,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO,I;J;O;L;S,
JTOJSIL,1,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA
JSTIJOZ,4,TIJJSZ;TIJJSO;TIJSZO;TJJSZO,O;Z;J;I,v115@9gA8h0ywR4C8g0RpwwR4D8g0RpBtE8zhBtC8JeAgWG?AauytCqOBAA;v115@9gA8RpywR4C8i0wwR4D8Rpg0BtE8zhBtC8JeAgWGAa?ujPCUHBAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JOTJSIL,1,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA
JSTIJZO,2,TIJJSZ;TIJJSO;TIJSZO,O;Z;J,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8RpBtywC8zhR4D8i0R4E8Rpg0BtwwC8JeAgWGAz?PNFDvOBAA
JOTSJIL,5,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8zhilC8l0D8Rpg0R4E8RpR4glg0C8JeAgWGATnP?PCM+AAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JSTJIZO,1,TIJJSZ;TIJJSO;TIJSZO,O;Z;J,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JTOSJIL,4,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JSTJIOZ,1,TIJJSZ;TIJJSO;TJJSZO;TIJSZO,O;Z;I;J,v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JTSOJIL,3,TLJJSO;TILJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;J;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JSTJOIZ,2,TIJJSZ;TIJJSO;TJJSZO;TIJSZO,O;Z;I;J,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JSTOJIZ,3,TIJJSZ;TIJJSO;TJJSZO;TIJSZO,O;Z;I;J,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JTSJOIL,1,TLJJSO;TILJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;J;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA
JSOTJIZ,3,TIJJSZ;TIJJSO;TJJSZO;TIJSZO,O;Z;I;J,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JTSJIOL,1,TLJJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA
JOSTJIZ,3,TIJJSZ;TIJJSO;TJJSZO;TIJSZO,O;Z;I;J,v115@9gA8zhywC8i0BtwwD8Rpg0R4E8RpR4BtC8JeAgWGAT?nPFDU+AAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA;v115@9gA8whRpBtR4C8whRpwwR4D8whg0ywE8whi0BtC8Je?AgWGAqeltCvXBAA
JOSTJZI,1,TIJJSO;TJJSZO;TIJSZO,Z;I;J,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JTSJILO,4,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO;TIJJSO,J;I;O;T;S;L,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8RpglzhC8ilg0R4D8i0R4E8Rpj0C8JeAgWGAzf/?VCP+AAA;v115@9gA8whg0RpglR4C8whi0R4D8whg0RpglE8whi0hlC8?JeAgWGAKujPCMHBAA
JJSTLZO,12,TLJJSO;TLJJSZ,Z;O,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8h0ilR4C8h0glAtR4D8h0BtwwE8h0AtywC8JeAg?WGA03ntCqCBAA;v115@9gA8h0AtQ4ywC8g0BtR4wwD8g0Atglg0Q4E8ili0C8?JeAgWGAqyjFDqOBAA;v115@9gA8ilQ4ywC8glAtg0R4wwD8Bth0Q4E8Atk0C8JeAg?WGAq3ntC0CBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8i0Q4ywC8Btg0R4wwD8ilg0Q4E8glBti0C8JeAg?WGAqyjFD0/AAA;v115@9gA8Q4Btg0ywC8R4BtglwwD8g0Q4ilE8l0C8JeAgWG?AqyjFD0/AAA;v115@9gA8hlywR4C8j0R4D8g0glg0BtE8g0glg0wwBtC8Je?AgWGA6fntCsOBAA;v115@9gA8BtilR4C8h0glywD8j0wwE8g0Btg0R4C8JeAgWG?Aq/VWCzXBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8hlBtywC8j0R4D8g0glg0R4E8g0glg0BtwwC8Je?AgWGAzf/VC6OBAA
JJSTLOZ,6,TLJJSO;TLJJSZ;TJJSZO,Z;O;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8BtilR4C8h0glywD8j0wwE8g0Btg0R4C8JeAgWG?Aq/VWCzXBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA;v115@9gA8h0BtywC8g0ilR4D8i0R4E8g0glg0BtwwC8JeAg?WGAzf/VC6OBAA;v115@9gA8hlBtywC8j0R4D8g0glg0R4E8g0glg0BtwwC8Je?AgWGAzf/VC6OBAA
JSTJILO,4,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO;TIJJSO,J;I;O;T;S;L,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8RpglzhC8ilg0R4D8i0R4E8Rpj0C8JeAgWGAzf/?VCP+AAA;v115@9gA8whg0RpglR4C8whi0R4D8whg0RpglE8whi0hlC8?JeAgWGAKujPCMHBAA
JJSTOLZ,3,TLJJSO;TLJSZO;TLJJSZ;TJJSZO,Z;J;O;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8Q4Bthlh0C8R4Btglg0D8g0Q4ywE8i0wwglg0C8?JeAgWGAq+jPCsXBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA
JSTJIOL,1,TLJJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA
JJSOTLZ,2,TLJJSO;TLJJSZ;TJJSZO,Z;O;L,v115@9gA8h0ywR4C8h0glwwR4D8h0glBtE8h0hlBtC8JeAg?WGA6intCqOBAA;v115@9gA8BtglQ4ywC8ilR4wwD8g0Btg0Q4E8l0C8JeAgWG?AqvTWC0XBAA
JSTJOIL,1,TLJJSO;TILJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;J;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA
JJOIZLS,17,ILJJSZ;ILJJZO;ILJJSO;LJJSZO,O;S;Z;I,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glAtj0D8Btg0RpE8Ath0Rpg0C8JeAgWG?Av3PPCpCBAA;v115@9gA8ilzhC8glBti0D8Rpi0E8RpBth0C8JeAgWGAvfz?PCpCBAA;v115@9gA8i0zhC8Rpg0ilD8i0BtE8Rpg0glBtC8JeAgWGA6?vKWCp/AAA;v115@9gA8i0zhC8i0ilD8g0RpBtE8g0RpglBtC8JeAgWGAa?n/VCp/AAA;v115@9gA8Rpg0zhC8Rpg0ilD8i0BtE8i0glBtC8JeAgWGA6?vaPCM+AAA;v115@9gA8g0Btg0ilC8l0D8RpBtglE8RpzhC8JeAgWGAJnP?PC6CBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8hli0R4C8h0zhD8g0glRpg0E8g0glRpR4C8JeAg?WGAvP9VCKNBAA;v115@9gA8RpBtglh0C8Rpilg0D8g0zhE8i0Btg0C8JeAgWG?AKe/VCvXBAA;v115@9gA8BtR4ilC8h0zhD8g0Btg0glE8g0R4i0C8JeAgWG?AqPNFDMNBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA;v115@9gA8hlwhg0AtR4C8h0whi0D8g0glwhBtE8g0glwhAt?R4C8JeAgWGApfPFDMNBAA;v115@9gA8whhlg0AtR4C8whk0D8whg0glBtE8whg0glAtR4?C8JeAgWGAKePFDMNBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA;v115@9gA8g0hlg0AtR4C8l0D8RpglBtE8RpglAtR4C8JeAg?WGAvfPFDMNBAA
JSTOJIL,4,TLJJSO;TILJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;J;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8h0ilh0C8g0zhg0D8g0R4RpE8R4glRpg0C8JeAg?WGAPtPPCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JOJIZLS,17,ILJJSZ;ILJJZO;ILJJSO;LJJSZO,O;S;Z;I,v115@9gA8RpilR4C8Rpglg0R4D8g0zhE8l0C8JeAgWGAKen?tCvCBAA;v115@9gA8ilzhC8glAtj0D8Btg0RpE8Ath0Rpg0C8JeAgWG?Av3PPCpCBAA;v115@9gA8ilzhC8glBti0D8Rpi0E8RpBth0C8JeAgWGAvfz?PCpCBAA;v115@9gA8i0zhC8Rpg0ilD8i0BtE8Rpg0glBtC8JeAgWGA6?vKWCp/AAA;v115@9gA8i0zhC8i0ilD8g0RpBtE8g0RpglBtC8JeAgWGAa?n/VCp/AAA;v115@9gA8Rpg0zhC8Rpg0ilD8i0BtE8i0glBtC8JeAgWGA6?vaPCM+AAA;v115@9gA8g0Btg0ilC8l0D8RpBtglE8RpzhC8JeAgWGAJnP?PC6CBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8hli0R4C8h0zhD8g0glRpg0E8g0glRpR4C8JeAg?WGAvP9VCKNBAA;v115@9gA8RpBtglh0C8Rpilg0D8g0zhE8i0Btg0C8JeAgWG?AKe/VCvXBAA;v115@9gA8BtR4ilC8h0zhD8g0Btg0glE8g0R4i0C8JeAgWG?AqPNFDMNBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA;v115@9gA8hlwhg0AtR4C8h0whi0D8g0glwhBtE8g0glwhAt?R4C8JeAgWGApfPFDMNBAA;v115@9gA8whhlg0AtR4C8whk0D8whg0glBtE8whg0glAtR4?C8JeAgWGAKePFDMNBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA;v115@9gA8g0hlg0AtR4C8l0D8RpglBtE8RpglAtR4C8JeAg?WGAvfPFDMNBAA
JSOTJIL,6,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8zhilC8l0D8Rpg0R4E8RpR4glg0C8JeAgWGATnP?PCM+AAA;v115@9gA8h0ilh0C8g0zhg0D8g0R4RpE8R4glRpg0C8JeAg?WGAPtPPCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JOJZILS,13,ILJJZO;ILJJSO;LJJSZO,S;Z;I,v115@9gA8ilzhC8glAtj0D8Btg0RpE8Ath0Rpg0C8JeAgWG?Av3PPCpCBAA;v115@9gA8ilzhC8glBti0D8Rpi0E8RpBth0C8JeAgWGAvfz?PCpCBAA;v115@9gA8i0zhC8Rpg0ilD8i0BtE8Rpg0glBtC8JeAgWGA6?vKWCp/AAA;v115@9gA8i0zhC8i0ilD8g0RpBtE8g0RpglBtC8JeAgWGAa?n/VCp/AAA;v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8Rpg0zhC8Rpg0ilD8i0BtE8i0glBtC8JeAgWGA6?vaPCM+AAA;v115@9gA8zhglh0C8Btilg0D8g0BtRpE8i0Rpg0C8JeAgWG?AvfzPCM+AAA;v115@9gA8g0Btg0ilC8l0D8RpBtglE8RpzhC8JeAgWGAJnP?PC6CBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA;v115@9gA8g0hlg0AtR4C8l0D8RpglBtE8RpglAtR4C8JeAg?WGAvfPFDMNBAA
JOSTJIL,6,TLJJSO;TILJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;J;O;L;S;T,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8zhilC8l0D8Rpg0R4E8RpR4glg0C8JeAgWGATnP?PCM+AAA;v115@9gA8h0ilh0C8g0zhg0D8g0R4RpE8R4glRpg0C8JeAg?WGAPtPPCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JJOZILS,13,ILJJZO;ILJJSO;LJJSZO,S;Z;I,v115@9gA8ilzhC8glAtj0D8Btg0RpE8Ath0Rpg0C8JeAgWG?Av3PPCpCBAA;v115@9gA8ilzhC8glBti0D8Rpi0E8RpBth0C8JeAgWGAvfz?PCpCBAA;v115@9gA8i0zhC8Rpg0ilD8i0BtE8Rpg0glBtC8JeAgWGA6?vKWCp/AAA;v115@9gA8i0zhC8i0ilD8g0RpBtE8g0RpglBtC8JeAgWGAa?n/VCp/AAA;v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8Rpg0zhC8Rpg0ilD8i0BtE8i0glBtC8JeAgWGA6?vaPCM+AAA;v115@9gA8zhglh0C8Btilg0D8g0BtRpE8i0Rpg0C8JeAgWG?AvfzPCM+AAA;v115@9gA8g0Btg0ilC8l0D8RpBtglE8RpzhC8JeAgWGAJnP?PC6CBAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8ilR4h0C8glzhg0D8Rpi0E8RpR4h0C8JeAgWGAv?f3LCMNBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA;v115@9gA8g0hlg0AtR4C8l0D8RpglBtE8RpglAtR4C8JeAg?WGAvfPFDMNBAA
JOSJTIL,6,TLJJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;O;L;S;T,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8zhilC8l0D8Rpg0R4E8RpR4glg0C8JeAgWGATnP?PCM+AAA;v115@9gA8h0ilh0C8g0zhg0D8g0R4RpE8R4glRpg0C8JeAg?WGAPtPPCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JJZOILS,9,ILJJZO;LJJSZO;ILJJSO,S;I;Z,v115@9gA8ilzhC8glAtj0D8Btg0RpE8Ath0Rpg0C8JeAgWG?Av3PPCpCBAA;v115@9gA8i0zhC8Rpg0ilD8i0BtE8Rpg0glBtC8JeAgWGA6?vKWCp/AAA;v115@9gA8i0zhC8i0ilD8g0RpBtE8g0RpglBtC8JeAgWGAa?n/VCp/AAA;v115@9gA8ilh0R4C8glRpg0R4D8g0RpBtE8j0BtC8JeAgWG?A6vaPCzCBAA;v115@9gA8Rpg0zhC8Rpg0ilD8i0BtE8i0glBtC8JeAgWGA6?vaPCM+AAA;v115@9gA8zhglh0C8Btilg0D8g0BtRpE8i0Rpg0C8JeAgWG?AvfzPCM+AAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA;v115@9gA8ilg0AtR4C8Rpj0D8Rpg0BtE8glh0AtR4C8JeAg?WGAKnPFDzCBAA
JSOJTIL,6,TLJJSO;TILJJS;TIJJSO;TILJJO;ILJJSO,I;O;L;S;T,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8ilzhC8glR4i0D8i0RpE8R4g0Rpg0C8JeAgWGAv?vjPCpCBAA;v115@9gA8zhilC8l0D8Rpg0R4E8RpR4glg0C8JeAgWGATnP?PCM+AAA;v115@9gA8h0ilh0C8g0zhg0D8g0R4RpE8R4glRpg0C8JeAg?WGAPtPPCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JJZIOLS,9,ILJJSZ;ILJJZO;ILJJSO,O;S;Z,v115@9gA8i0zhC8Rpg0ilD8i0BtE8Rpg0glBtC8JeAgWGA6?vKWCp/AAA;v115@9gA8i0zhC8i0ilD8g0RpBtE8g0RpglBtC8JeAgWGAa?n/VCp/AAA;v115@9gA8Rpg0zhC8Rpg0ilD8i0BtE8i0glBtC8JeAgWGA6?vaPCM+AAA;v115@9gA8RpR4ilC8RpzhD8g0R4g0glE8l0C8JeAgWGAqPF?gCzCBAA;v115@9gA8BtR4ilC8h0zhD8g0Btg0glE8g0R4i0C8JeAgWG?AqPNFDMNBAA;v115@9gA8whRpg0glR4C8whRpi0D8whg0ilE8whi0R4C8Je?AgWGAKeHgCMNBAA;v115@9gA8ilBtR4C8gli0BtD8g0zhE8j0R4C8JeAgWGAKeP?FDMNBAA;v115@9gA8hlwhg0AtR4C8h0whi0D8g0glwhBtE8g0glwhAt?R4C8JeAgWGApfPFDMNBAA;v115@9gA8whhlg0AtR4C8whk0D8whg0glBtE8whg0glAtR4?C8JeAgWGAKePFDMNBAA
JSOTJZI,1,TIJJSO;TJJSZO;TIJSZO,Z;I;J,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JSJOTIL,4,TLJJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8ilzhC8glRpg0R4D8g0RpR4E8l0C8JeAgWGAK9a?PCpCBAA;v115@9gA8h0ilh0C8g0zhg0D8g0R4RpE8R4glRpg0C8JeAg?WGAPtPPCpCBAA;v115@9gA8ilzhC8Rph0R4D8Rpg0R4E8glk0C8JeAgWGAzva?PCM+AAA
JSTOJZI,1,TIJJZO;TIJJSO;TJJSZO;TIJSZO,S;Z;I;J,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JSJTOIL,1,TLJJSO;TILJJS;TIJJSO;ILJJSO;TILJJO,I;O;L;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA
JSTJOZI,1,TIJJZO;TIJJSO;TJJSZO;TIJSZO,S;Z;I;J,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JSTJZOI,1,TIJJZO;TIJJSO;TIJSZO;TJJSZO,S;Z;J;I,v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JSJTIOL,1,TLJJSO;TIJJSO;TILJJS;ILJJSO;TILJJO,I;L;O;T;S,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA
JSTJZIO,2,TIJJSZ;TIJJZO;TIJJSO;TIJSZO,O;S;Z;J,v115@9gA8h0RpywC8g0zhwwD8g0R4BtE8R4RpBtC8JeAgWG?Aat3LCUHBAA;v115@9gA8Q4BtzhC8R4BtRpD8g0Q4ywE8i0wwRpC8JeAgWG?Aq+bgCa+AAA
JSJTILO,4,TILJSO;TLJJSO;TILJJS;ILJJSO;TILJJO;TIJJSO,J;I;O;T;S;L,v115@9gA8ilRph0C8glR4Rpg0D8R4i0E8zhh0C8JeAgWGAp?vjPCvCBAA;v115@9gA8glRpzhC8glRpg0R4D8i0R4E8hlj0C8JeAgWGAz?f/VCP+AAA;v115@9gA8RpglzhC8ilg0R4D8i0R4E8Rpj0C8JeAgWGAzf/?VCP+AAA;v115@9gA8whg0RpglR4C8whi0R4D8whg0RpglE8whi0hlC8?JeAgWGAKujPCMHBAA
